State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Maharashtra,Nashik,Nasik,Chikoos(Sapota),Other,FAQ,12-06-2023,1800.0,3500.0,2800.0,71
Maharashtra,Nashik,Pimpalgaon,Pomegranate,Other,FAQ,07-07-2021,250.0,5950.0,4250.0,190
Maharashtra,Satara,Lasalgaon(Niphad)_Sat,Soyabean,Other,FAQ,2020-12-31 00:00:00,3740.76,4944.18,4808.96,13
Maharashtra,Raigad,Panvel,Cabbage,Other,FAQ,06-03-2023,500.0,700.0,600.0,154
Maharashtra,Osmanabad,Bhusaval_Osm,Brinjal,Other,FAQ,2022-02-03 00:00:00,1484.53,2181.92,1825.36,35
Maharashtra,Parbhani,Chalisgaon_Par,Maize,Yellow,FAQ,2021-05-07 00:00:00,1489.92,1762.01,1648.96,4
Maharashtra,Ahmednagar,Lasalgaon_Ahm,Wheat,Maharashtra 2189,FAQ,2022-01-28 00:00:00,1743.85,2060.97,1902.24,1
Maharashtra,Thane,Panvel_Tha,Bottle gourd,Other,FAQ,2022-10-24 00:00:00,2126.14,2477.76,2287.95,82
Maharashtra,Gondia,Amarawati_Gon,Groundnut,Other,FAQ,2020-12-08 00:00:00,5781.25,6424.23,6104.36,10
Maharashtra,Wardha,Achalpur_War,Maize,Other,FAQ,2023-11-10 00:00:00,1639.26,1772.64,1707.96,4
Maharashtra,Nashik,Sinner,Green Peas,Other,FAQ,02-10-2024,10000.0,16000.0,14500.0,50
Maharashtra,Akola,Achalpur_Ako,Jowar(Sorghum),Other,FAQ,2021-10-18 00:00:00,1658.35,1932.59,1800.37,5
Maharashtra,Jalgaon,Bhusaval,Spinach,Other,FAQ,22-12-2021,1200.0,1200.0,1200.0,342
Maharashtra,Jalgaon,Pachora,Soyabean,Other,FAQ,02-06-2021,6500.0,6700.0,6600.0,13
Maharashtra,Raigad,Roha,Paddy(Dhan)(Common),Other,FAQ,28-08-2024,2183.0,2250.0,2216.0,2
Maharashtra,Amravati,Amarawati,Arhar (Tur/Red Gram)(Whole),Other,FAQ,12-09-2023,11500.0,11911.0,11705.0,49
Maharashtra,Mumbai,Vashi New Mumbai,Potato,Other,FAQ,15-03-2023,800.0,1400.0,1100.0,24
Maharashtra,Aurangabad,Jalgaon_Aur,Onion Green,Other,FAQ,2024-12-05 00:00:00,1912.98,2148.47,2031.61,358
Maharashtra,Nashik,Malegaon,Wheat,Other,FAQ,26-08-2021,1650.0,1971.0,1769.0,1
Maharashtra,Osmanabad,Mumbai_Osm,Sabu Dan,Other,FAQ,2024-02-24 00:00:00,5537.09,6684.4,6079.57,291
Maharashtra,Nagpur,Amrawati(Frui & Veg. Market)_Nag,Papaya,Other,FAQ,2023-06-20 00:00:00,1443.97,2001.96,1723.72,72
Maharashtra,Mumbai,Mumbai,Green Chilli,Other,FAQ,13-11-2021,3000.0,5000.0,4000.0,87
Maharashtra,Amravati,Amarawati,Soyabean,Other,FAQ,19-04-2022,6750.0,7265.0,7007.0,13
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,24-02-2023,300.0,1235.0,575.0,23
Maharashtra,Nashik,Manmad,Wheat,Other,FAQ,30-09-2024,2600.0,2621.0,2600.0,1
Maharashtra,Wardha,Morshi_War,Onion,Other,FAQ,2021-05-23 00:00:00,886.2,2039.19,1482.82,23
Maharashtra,Nanded,Jalgaon_Nan,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,2023-03-18 00:00:00,3807.7,4273.95,4077.58,6
Maharashtra,Raigad,Panvel,Tomato,Other,FAQ,24-09-2022,2000.0,2400.0,2200.0,78
Maharashtra,Ratnagiri,Mumbai_Rat,Rice,Other,FAQ,2020-07-22 00:00:00,3165.02,6164.55,4679.43,3
Maharashtra,Buldhana,Jalgaon_Bul,Spinach,Other,FAQ,2021-09-29 00:00:00,1788.18,1939.12,1869.34,342
Maharashtra,Nashik,Lasalgaon,Green Chilli,Other,FAQ,10-01-2020,801.0,1751.0,1600.0,87
Maharashtra,Nashik,Nasik,Carrot,Other,FAQ,23-07-2021,2500.0,3000.0,2700.0,153
Maharashtra,Mumbai,Mumbai- Fruit Market,Grapes,Other,FAQ,17-06-2021,4000.0,6000.0,5000.0,22
Maharashtra,Buldhana,Jalgaon_Bul,Carrot,Other,FAQ,2022-12-14 00:00:00,1417.58,1693.25,1559.83,153
Maharashtra,Hingoli,Bhusaval_Hin,Karbuja(Musk Melon),Other,FAQ,2021-05-15 00:00:00,1329.64,1566.25,1445.89,187
Maharashtra,Mumbai,Mumbai,Sweet Pumpkin,Other,FAQ,03-01-2023,800.0,1200.0,1000.0,173
Maharashtra,Jalgaon,Chopada,Maize,Deshi Red,FAQ,16-02-2021,1212.0,1325.0,1325.0,4
Maharashtra,Jalgaon,Parola,Wheat,Kalyan,FAQ,13-11-2022,3055.0,3059.0,3055.0,1
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Apple,Simla,FAQ,13-12-2021,3000.0,7000.0,5000.0,17
Maharashtra,Nandurbar,Bhusaval_Nan,Cucumbar(Kheera),Other,FAQ,2025-01-20 00:00:00,870.5,1229.56,1043.88,159
Maharashtra,Jalgaon,Bhusaval,Chilly Capsicum,Other,FAQ,18-07-2021,1000.0,1000.0,1000.0,88
Maharashtra,Nandurbar,Jalgaon_Nan,Drumstick,Other,FAQ,2024-05-05 00:00:00,2513.65,2887.71,2662.93,168
Maharashtra,Nashik,Lasalgaon(Vinchur),Maize,Other,FAQ,10-06-2022,1900.0,2316.0,2225.0,4
Maharashtra,Nashik,Lasalgaon(Niphad),Maize,Other,FAQ,15-11-2024,1731.0,2160.0,2070.0,4
Maharashtra,Jalgaon,Jalgaon,Guar,Other,FAQ,10-09-2024,7000.0,7000.0,7000.0,75
Maharashtra,Sindhudurg,Pen_Sin,Tomato,Local,FAQ,2021-09-23 00:00:00,2472.31,2799.17,2592.13,78
Maharashtra,Nashik,Nashik(Devlali),Onion Green,Other,FAQ,26-04-2021,900.0,1101.0,1000.0,358
Maharashtra,Pune,Nandgaon_Pun,Soyabean,Yellow,FAQ,2023-03-25 00:00:00,3884.62,5134.32,4993.9,13
Maharashtra,Jalgaon,Chopada,Groundnut,Other,FAQ,24-08-2022,6076.0,6076.0,6076.0,10
Maharashtra,Bhandara,Dhamngaon-Railway_Bha,Soyabean,Yellow,FAQ,2022-12-05 00:00:00,4009.62,4601.93,4375.7,13
Maharashtra,Nashik,Manmad,Maize,Other,FAQ,13-04-2022,2264.0,2388.0,2345.0,4
Maharashtra,Nashik,Devala,Onion,Other,FAQ,09-12-2020,1500.0,3180.0,2725.0,23
Maharashtra,Nashik,Pimpalgaon,Tomato,Other,FAQ,09-08-2020,250.0,2755.0,2105.0,78
Maharashtra,Nashik,Lasalgaon,Arhar (Tur/Red Gram)(Whole),Other,FAQ,10-05-2024,7000.0,9501.0,9001.0,49
Maharashtra,Akola,Amrawati(Frui & Veg. Market)_Ako,Cabbage,Other,FAQ,2022-08-29 00:00:00,957.03,1229.97,1093.7,154
Maharashtra,Solapur,Mumbai_Sol,Green Peas,White Fozi,FAQ,2022-03-19 00:00:00,6597.13,8664.91,7775.63,50
Maharashtra,Mumbai,Mumbai- Fruit Market,Karbuja(Musk Melon),Other,FAQ,17-06-2020,1600.0,2000.0,1800.0,187
Maharashtra,Jalgaon,Yawal,Cotton,Other,FAQ,05-01-2024,6000.0,6850.0,6650.0,15
Maharashtra,Aurangabad,Amalner_Aur,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,2022-02-23 00:00:00,5016.8,5631.1,5372.37,6
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,20-01-2023,300.0,1818.0,1350.0,23
Maharashtra,Nandurbar,Raver_Nan,Wheat,Other,FAQ,2022-12-29 00:00:00,2064.9,2340.66,2223.17,1
Maharashtra,Mumbai,Mumbai,Sweet Potato,Other,FAQ,29-07-2023,2000.0,2800.0,2400.0,152
Maharashtra,Dhule,Jalgaon_Dhu,Green Gram (Moong)(Whole),Other,FAQ,2023-12-11 00:00:00,6274.41,7590.59,7255.01,9
Maharashtra,Mumbai,Mumbai,Green Gram (Moong)(Whole),Other,FAQ,03-01-2025,7800.0,9900.0,9000.0,9
Maharashtra,Dhule,Bhusaval_Dhu,Carrot,Other,FAQ,2023-07-07 00:00:00,1516.67,1811.61,1668.86,153
Maharashtra,Pune,Yeola_Pun,Maize,Yellow,FAQ,2023-04-21 00:00:00,1493.97,1757.0,1675.51,4
Maharashtra,Jalgaon,Yawal,Maize,Other,FAQ,02-10-2020,810.0,1020.0,950.0,4
Maharashtra,Nashik,Nasik,Chilly Capsicum,Other,FAQ,27-02-2024,5000.0,6875.0,5940.0,88
Maharashtra,Nashik,Sinner,Groundnut,Other,FAQ,09-11-2020,2100.0,4000.0,3550.0,10
Maharashtra,Hingoli,Chalisgaon_Hin,Bajra(Pearl Millet/Cumbu),Other,FAQ,2020-07-11 00:00:00,2070.79,2473.2,2311.84,28
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Beetroot,Other,FAQ,09-07-2022,1400.0,1600.0,1500.0,157
Maharashtra,Satara,Devala_Sat,Cowpea (Lobia/Karamani),Other,FAQ,2022-02-16 00:00:00,4003.59,4479.96,4228.0,92
Maharashtra,Palghar,Mumbai_Pal,Ridgeguard(Tori),Other,FAQ,2024-02-08 00:00:00,2583.52,3257.44,2910.08,160
Maharashtra,Wardha,Amarawati_War,Black Gram (Urd Beans)(Whole),Other,FAQ,2023-02-17 00:00:00,4393.6,5385.04,4931.69,8
Maharashtra,Mumbai,Mumbai,Corriander seed,Other,FAQ,07-02-2024,7500.0,15000.0,11250.0,108
Maharashtra,Amravati,Nandgaon Khandeshwar,Arhar (Tur/Red Gram)(Whole),Other,FAQ,02-09-2021,5800.0,6405.0,6102.0,49
Maharashtra,Ratnagiri,Mumbai_Rat,Bottle gourd,Other,FAQ,2022-10-03 00:00:00,1681.76,2261.72,1970.09,82
Maharashtra,Mumbai,Mumbai,Ginger(Green),Other,FAQ,31-05-2024,8000.0,10000.0,9000.0,103
Maharashtra,Nandurbar,Bhusaval_Nan,Methi(Leaves),Other,FAQ,2024-10-24 00:00:00,2240.67,3017.89,2574.17,46
Maharashtra,Nashik,Manmad,Maize,Other,FAQ,05-07-2021,1712.0,1750.0,1720.0,4
Maharashtra,Kolhapur,Bhusaval_Kol,Green Chilli,Other,FAQ,2024-07-27 00:00:00,2825.78,3436.59,3129.15,87
Maharashtra,Amravati,Varud(Rajura Bazar),Green Chilli,Other,FAQ,26-03-2022,1000.0,3000.0,1906.0,87
Maharashtra,Bhandara,Amrawati(Frui & Veg. Market)_Bha,Pomegranate,Other,FAQ,2021-09-03 00:00:00,6186.71,9111.15,7646.29,190
Maharashtra,Jalgaon,Amalner,Soyabean,Other,FAQ,09-10-2020,3260.0,3602.0,3602.0,13
Maharashtra,Mumbai,Mumbai,Guar,Other,FAQ,12-07-2021,2000.0,3000.0,2500.0,75
Maharashtra,Ahmednagar,Nampur_Ahm,Arhar (Tur/Red Gram)(Whole),Other,FAQ,2022-02-04 00:00:00,5658.66,6884.12,6609.21,49
Maharashtra,Dhule,Bhusaval_Dhu,Cucumbar(Kheera),Other,FAQ,2022-02-23 00:00:00,989.47,1397.61,1186.55,159
Maharashtra,Nashik,Nasik,Bitter gourd,Other,FAQ,18-05-2024,3335.0,4585.0,4000.0,81
Maharashtra,Mumbai,Mumbai,Mango (Raw-Ripe),Other,FAQ,12-08-2020,3500.0,4000.0,3800.0,172
Maharashtra,Raigad,Karjat(Raigad),Wheat,Other,FAQ,23-02-2023,2300.0,2600.0,2450.0,1
Maharashtra,Jalgaon,Bhusaval,Mango (Raw-Ripe),Other,FAQ,04-03-2023,5000.0,5000.0,5000.0,172
Maharashtra,Amravati,Achalpur,Wheat,Other,FAQ,12-10-2023,2400.0,2550.0,2475.0,1
Maharashtra,Latur,Jalgaon_Lat,Methi(Leaves),Other,FAQ,2023-04-07 00:00:00,1874.5,2498.17,2156.98,46
Maharashtra,Sindhudurg,Pen_Sin,Tomato,Local,FAQ,2023-01-20 00:00:00,2759.25,3124.05,2892.98,78
Maharashtra,Mumbai,Mumbai,Bengal Gram Dal (Chana Dal),Other,FAQ,08-07-2024,7700.0,9000.0,8550.0,263
Maharashtra,Hingoli,Chalisgaon_Hin,Black Gram Dal (Urd Dal),Other,FAQ,2024-09-25 00:00:00,8816.42,11460.77,10355.42,264
Maharashtra,Pune,Devala_Pun,Wheat,Maharashtra 2189,FAQ,2023-10-06 00:00:00,1899.72,2245.17,2072.26,1
Maharashtra,Mumbai,Mumbai- Fruit Market,Mango,Hapus(Alphaso),FAQ,17-05-2021,5500.0,18500.0,12000.0,20
Maharashtra,Jalgaon,Bhusaval,Bitter gourd,Other,FAQ,18-08-2021,2500.0,2500.0,2500.0,81
Maharashtra,Amravati,Morshi,Soyabean,Other,FAQ,21-01-2021,3600.0,4000.0,3800.0,13
Maharashtra,Nashik,Chandvad,Tomato,Local,FAQ,15-03-2022,500.0,1750.0,1125.0,78
Maharashtra,Dhule,Jalgaon_Dhu,Tomato,Other,FAQ,2022-06-24 00:00:00,1325.3,2004.47,1646.82,78
Maharashtra,Mumbai,Mumbai,Bengal Gram(Gram)(Whole),Other,FAQ,19-09-2020,5200.0,6000.0,5600.0,6
Maharashtra,Nashik,Chandvad,Coriander(Leaves),Other,FAQ,26-02-2023,2.0,5.0,3.0,43
Maharashtra,Nashik,Nasik,Green Chilli,Other,FAQ,17-07-2023,7000.0,7500.0,7300.0,87
Maharashtra,Pune,Nasik_Pun,Cucumbar(Kheera),Other,FAQ,2023-08-10 00:00:00,1066.16,2132.18,1632.7,159
Maharashtra,Jalgaon,Bhusaval,Guar,Other,FAQ,15-09-2022,5000.0,5000.0,5000.0,75
Maharashtra,Raigad,Murud,Rice,Other,FAQ,30-09-2022,2000.0,2500.0,2200.0,3
Maharashtra,Gadchiroli,Jalgaon_Gad,Orange,Other,FAQ,2023-11-24 00:00:00,1470.5,2746.26,2091.24,18
Maharashtra,Buldhana,Jalgaon_Bul,Papaya,Other,FAQ,2023-11-03 00:00:00,1044.77,1266.65,1147.2,72
Maharashtra,Sindhudurg,Panvel_Sin,Tomato,Other,FAQ,2023-09-19 00:00:00,2955.23,3345.94,3098.46,78
Maharashtra,Mumbai,Mumbai,Mango (Raw-Ripe),Other,FAQ,12-04-2021,2000.0,2800.0,2400.0,172
Maharashtra,Jalgaon,Bodwad,Maize,Other,FAQ,24-06-2020,1000.0,1190.0,1100.0,4
Maharashtra,Nashik,Kalvan,Maize,Other,FAQ,18-01-2024,1651.0,2351.0,2251.0,4
Maharashtra,Nashik,Nasik,Brinjal,Other,FAQ,11-05-2021,700.0,2000.0,1450.0,35
Maharashtra,Nashik,Nasik,Cucumbar(Kheera),Other,FAQ,12-01-2023,1750.0,3000.0,2400.0,159
Maharashtra,Jalgaon,Bhusaval,Carrot,Other,FAQ,01-01-2023,1500.0,1500.0,1500.0,153
Maharashtra,Nashik,Nasik,Onion,Other,FAQ,30-09-2022,300.0,1700.0,1150.0,23
Maharashtra,Mumbai,Mumbai,Peas Wet,Other,FAQ,16-09-2023,5000.0,6000.0,5500.0,174
Maharashtra,Ratnagiri,Mumbai_Rat,Ginger(Green),Other,FAQ,2024-03-25 00:00:00,4183.49,5874.58,5006.46,103
Maharashtra,Mumbai,Mumbai,French Beans (Frasbean),Other,FAQ,07-05-2020,4000.0,5000.0,4500.0,298
Maharashtra,Thane,Panvel_Tha,Guar,Other,FAQ,2023-07-13 00:00:00,5664.05,6268.95,5958.86,75
Maharashtra,Nashik,Nasik,Cabbage,Other,FAQ,02-08-2024,750.0,1500.0,1250.0,154
Maharashtra,Ahmednagar,Lasalgaon_Ahm,Bajra(Pearl Millet/Cumbu),Other,FAQ,2024-09-21 00:00:00,1776.01,2202.59,1990.86,28
Maharashtra,Jalgaon,Jalgaon,Bitter gourd,Other,FAQ,14-07-2020,1500.0,1500.0,1500.0,81
Maharashtra,Raigad,Pen,Bitter gourd,Other,FAQ,08-06-2021,3500.0,3700.0,3500.0,81
Maharashtra,Sindhudurg,Pen_Sin,Bitter gourd,Other,FAQ,2022-10-10 00:00:00,3284.27,3669.44,3456.33,81
Maharashtra,Latur,Shantilal Jain Agro_Lat,Cotton,Other,FAQ,2023-08-05 00:00:00,5978.42,6617.21,6364.0,15
Maharashtra,Bhandara,Chandur Bazar_Bha,Bengal Gram(Gram)(Whole),Other,FAQ,2024-07-30 00:00:00,4527.26,5089.86,4842.11,6
Maharashtra,Nashik,Nandgaon,Onion,Other,FAQ,06-06-2023,100.0,1001.0,500.0,23
Maharashtra,Raigad,Panvel,Cauliflower,Other,FAQ,02-06-2023,1300.0,1500.0,1400.0,34
Maharashtra,Washim,Bhusaval_Was,Cabbage,Other,FAQ,2023-11-12 00:00:00,1050.15,1414.93,1232.82,154
Maharashtra,Hingoli,Bhusaval_Hin,Chilly Capsicum,Other,FAQ,2021-12-09 00:00:00,2481.15,2876.66,2682.1,88
Maharashtra,Mumbai,Mumbai,Cauliflower,Other,FAQ,09-08-2021,1400.0,2400.0,1900.0,34
Maharashtra,Nashik,Kalvan,Onion,Other,FAQ,21-09-2021,300.0,2285.0,1750.0,23
Maharashtra,Jalgaon,Jalgaon,Beetroot,Other,FAQ,03-11-2022,2500.0,2500.0,2500.0,157
Maharashtra,Nashik,Nasik,Cabbage,Other,FAQ,22-12-2023,835.0,2000.0,1460.0,154
Maharashtra,Mumbai,Mumbai,Green Chilli,Other,FAQ,06-01-2021,4400.0,4800.0,4600.0,87
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Onion,Local,FAQ,23-09-2023,1000.0,3800.0,2400.0,23
Maharashtra,Mumbai,Mumbai,Tomato,Other,FAQ,01-06-2021,1200.0,1600.0,1400.0,78
Maharashtra,Aurangabad,Bhusaval_Aur,Lime,Other,FAQ,2021-11-11 00:00:00,2376.78,3462.55,2910.22,180
Maharashtra,Nashik,Nashik(Devlali),Raddish,Other,FAQ,13-02-2023,600.0,1000.0,800.0,161
Maharashtra,Mumbai,Vashi New Mumbai,Onion,Other,FAQ,24-03-2021,1200.0,1500.0,1350.0,23
Maharashtra,Nashik,Nasik,Cucumbar(Kheera),Other,FAQ,30-03-2023,750.0,2250.0,1250.0,159
Maharashtra,Raigad,Panvel,Carrot,Other,FAQ,25-06-2020,3600.0,3800.0,3700.0,153
Maharashtra,Akola,Amarawati_Ako,Black Gram (Urd Beans)(Whole),Other,Non-FAQ,2025-02-03 00:00:00,4523.0,5543.64,5076.93,8
Maharashtra,Gadchiroli,Chopada_Gad,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,2022-05-24 00:00:00,9350.67,11102.38,10180.63,11
Maharashtra,Osmanabad,Jalgaon_Osm,Mango (Raw-Ripe),Other,FAQ,2022-06-25 00:00:00,2830.69,3734.83,3281.91,172
Maharashtra,Jalgaon,Jalgaon,Sweet Pumpkin,Other,FAQ,27-12-2020,2000.0,2000.0,2000.0,173
Maharashtra,Jalgaon,Bhusaval,Raddish,Other,FAQ,10-03-2024,1000.0,1000.0,1000.0,161
Maharashtra,Jalgaon,Jalgaon,Sweet Pumpkin,Other,FAQ,24-06-2021,1000.0,1000.0,1000.0,173
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Cauliflower,Other,FAQ,14-06-2024,2000.0,2300.0,2150.0,34
Maharashtra,Yavatmal,Chopada_Yav,Arhar (Tur/Red Gram)(Whole),Other,FAQ,2023-03-09 00:00:00,7506.16,8169.19,7916.88,49
Maharashtra,Bhandara,Dhamngaon-Railway_Bha,Soyabean,Yellow,FAQ,2020-01-16 00:00:00,4219.55,4842.88,4604.8,13
Maharashtra,Beed,Bhusaval_Bee,Cabbage,Other,FAQ,2022-02-10 00:00:00,1052.25,1417.75,1235.28,154
Maharashtra,Mumbai,Mumbai,Coconut,Other,FAQ,09-06-2020,700.0,2700.0,1400.0,138
Maharashtra,Jalgaon,Amalner,Wheat,Other,FAQ,03-03-2022,1901.0,2100.0,2100.0,1
Maharashtra,Sindhudurg,Karjat(Raigad)_Sin,Onion,Other,FAQ,2020-11-02 00:00:00,895.91,2031.31,1424.24,23
Maharashtra,Jalgaon,Bhusaval,Bhindi(Ladies Finger),Other,FAQ,17-05-2021,2000.0,2000.0,2000.0,85
Maharashtra,Amravati,Amarawati,Black Gram (Urd Beans)(Whole),Other,FAQ,02-02-2022,3500.0,5000.0,4250.0,8
Maharashtra,Jalgaon,Jalgaon,Soyabean,Other,FAQ,10-05-2023,4900.0,5000.0,5000.0,13
Maharashtra,Jalgaon,Jalgaon,Mango (Raw-Ripe),Other,FAQ,13-04-2022,1000.0,2000.0,1500.0,172
Maharashtra,Mumbai,Mumbai,Soanf,Other,FAQ,31-12-2024,11000.0,27000.0,19000.0,135
Maharashtra,Akola,Amrawati(Frui & Veg. Market)_Ako,Guar,Other,FAQ,2023-08-01 00:00:00,3266.13,3850.3,3558.23,75
Maharashtra,Jalgaon,Jalgaon,Cabbage,Other,FAQ,19-03-2024,1500.0,2000.0,1700.0,154
Maharashtra,Aurangabad,Mumbai_Aur,Green Peas,White Fozi,FAQ,2021-07-01 00:00:00,7984.97,10487.76,9411.39,50
Maharashtra,Chandrapur,Amarawati_Cha,Green Gram (Moong)(Whole),Other,FAQ,2023-11-22 00:00:00,7166.51,8473.24,7865.59,9
Maharashtra,Mumbai,Mumbai- Fruit Market,Guava,Other,FAQ,21-10-2023,2500.0,5000.0,3750.0,185
Maharashtra,Mumbai,Mumbai,Mustard,Other,FAQ,25-07-2020,6000.0,9000.0,7000.0,12
Maharashtra,Hingoli,Jalgaon_Hin,Cabbage,Other,FAQ,2021-10-04 00:00:00,1191.89,1605.9,1399.22,154
Maharashtra,Jalgaon,Jalgaon,Tomato,Other,FAQ,25-07-2023,5000.0,8000.0,6000.0,78
Maharashtra,Nashik,Nasik,Potato,Other,FAQ,09-05-2024,2100.0,2500.0,2300.0,24
Maharashtra,Chandrapur,Amrawati(Frui & Veg. Market)_Cha,Papaya,Other,FAQ,2021-05-22 00:00:00,1375.18,1906.58,1641.59,72
Maharashtra,Wardha,Amrawati(Frui & Veg. Market)_War,Sugarcane,Other,FAQ,2022-01-08 00:00:00,439.94,791.09,611.48,150
Maharashtra,Nashik,Nasik,Coriander(Leaves),Other,FAQ,09-07-2022,300.0,8500.0,6000.0,43
Maharashtra,Mumbai,Mumbai,Green Peas,White Fozi,FAQ,07-08-2023,5000.0,7000.0,6500.0,50
Maharashtra,Nashik,Manmad,Maize,Other,FAQ,25-04-2023,1600.0,1883.0,1841.0,4
Maharashtra,Mumbai,Mumbai,Masur Dal,Other,FAQ,23-07-2022,8200.0,8500.0,8400.0,259
Maharashtra,Hingoli,Pachora_Hin,Soyabean,Other,FAQ,2023-06-12 00:00:00,4137.34,4609.71,4443.05,13
Maharashtra,Washim,Parola_Was,Jowar(Sorghum),Jowar ( White),FAQ,2023-08-11 00:00:00,1554.34,2080.8,1854.35,5
Maharashtra,Yavatmal,Bhusaval_Yav,Tomato,Other,FAQ,2023-12-24 00:00:00,1634.02,2258.04,1935.53,78
Maharashtra,Bhandara,Amarawati_Bha,Wheat,Other,FAQ,2024-01-04 00:00:00,2172.82,2436.38,2296.98,1
Maharashtra,Jalgaon,Raver,Jowar(Sorghum),Other,FAQ,23-12-2020,1121.0,1208.0,1161.0,5
Maharashtra,Parbhani,Jalgaon_Par,Mango (Raw-Ripe),Other,FAQ,2021-04-05 00:00:00,2685.48,3543.24,3113.55,172
Maharashtra,Nashik,Nasik,Chilly Capsicum,Other,FAQ,21-05-2020,1875.0,2750.0,2125.0,88
Maharashtra,Mumbai,Mumbai- Fruit Market,Pomegranate,Other,FAQ,20-12-2022,9000.0,15000.0,12000.0,190
Maharashtra,Palghar,Mumbai_Pal,Cucumbar(Kheera),Other,FAQ,2022-09-28 00:00:00,1871.07,2331.94,2093.66,159
Maharashtra,Nashik,Nasik,Orange,Other,FAQ,27-02-2020,1200.0,2600.0,1800.0,18
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Cauliflower,Other,FAQ,15-05-2024,1800.0,2000.0,1900.0,34
Maharashtra,Jalgaon,Bhusaval,Bhindi(Ladies Finger),Other,FAQ,27-01-2023,2500.0,2500.0,2500.0,85
Maharashtra,Dhule,Bhusaval_Dhu,Onion,Red,FAQ,2021-09-26 00:00:00,930.32,1861.94,1372.88,23
Maharashtra,Thane,Karjat(Raigad)_Tha,Onion,1st Sort,FAQ,2023-03-19 00:00:00,983.3,2229.44,1563.16,23
Maharashtra,Gondia,Amarawati_Gon,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,2023-01-01 00:00:00,9168.64,10274.81,9718.83,11
Maharashtra,Nashik,Ghoti,Brinjal,Other,FAQ,24-09-2022,1900.0,2000.0,1950.0,35
Maharashtra,Buldhana,Chopada_Bul,Soyabean,Other,FAQ,2024-01-04 00:00:00,4904.18,5381.19,5223.52,13
Maharashtra,Washim,Amalner_Was,Soyabean,Other,FAQ,2022-11-16 00:00:00,3993.04,4448.93,4288.08,13
Maharashtra,Buldhana,Jalgaon(Masawat)_Bul,Jowar(Sorghum),Other,FAQ,2020-11-03 00:00:00,2135.98,2465.47,2319.71,5
Maharashtra,Gadchiroli,Bhusaval_Gad,Cucumbar(Kheera),Other,FAQ,2022-08-05 00:00:00,931.03,1262.48,1094.04,159
Maharashtra,Nashik,Nasik,Bottle gourd,Other,FAQ,07-03-2024,1670.0,3750.0,2790.0,82
Maharashtra,Sindhudurg,Mangaon_Sin,Rice,Other,FAQ,2021-07-22 00:00:00,2149.84,3211.85,2679.94,3
Maharashtra,Nashik,Nandgaon,Bajra(Pearl Millet/Cumbu),Other,FAQ,08-01-2024,2611.0,2660.0,2650.0,28
Maharashtra,Parbhani,Mumbai_Par,Almond(Badam),Other,FAQ,2025-01-20 00:00:00,68257.41,86992.81,77732.25,325
Maharashtra,Jalgaon,Bhusaval,Raddish,Other,FAQ,17-11-2021,1600.0,1600.0,1600.0,161
Maharashtra,Sindhudurg,Pen_Sin,Tomato,Local,FAQ,2024-06-10 00:00:00,2837.65,3212.82,2975.18,78
Maharashtra,Mumbai,Mumbai,Green Chilli,Other,FAQ,23-09-2024,4000.0,5000.0,4500.0,87
Maharashtra,Wardha,Morshi_War,Onion,Other,FAQ,2021-07-01 00:00:00,916.66,2109.3,1533.8,23
Maharashtra,Nashik,Satana,Bajra(Pearl Millet/Cumbu),Other,FAQ,17-02-2023,1808.0,2900.0,2675.0,28
Maharashtra,Raigad,Panvel,Carrot,Other,FAQ,14-09-2020,2000.0,2500.0,2250.0,153
Maharashtra,Amravati,Daryapur,Green Gram (Moong)(Whole),Other,FAQ,25-09-2023,5210.0,9800.0,6490.0,9
Maharashtra,Yavatmal,Jalgaon_Yav,Brinjal,Other,FAQ,2023-08-28 00:00:00,1428.98,2100.28,1757.07,35
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Cucumbar(Kheera),Other,FAQ,04-12-2023,1400.0,1600.0,1500.0,159
Maharashtra,Raigad,Panvel,Brinjal,Other,FAQ,26-07-2022,3000.0,3500.0,3250.0,35
Maharashtra,Nashik,Nasik,Carrot,Other,FAQ,30-09-2022,2000.0,3200.0,2500.0,153
Maharashtra,Mumbai,Mumbai- Fruit Market,Papaya,Other,Local,16-11-2024,2500.0,3000.0,2750.0,72
Maharashtra,Mumbai,Mumbai,Elephant Yam (Suran),Other,FAQ,19-01-2021,1000.0,1800.0,1400.0,296
Maharashtra,Sindhudurg,Panvel_Sin,Bottle gourd,Other,FAQ,2020-08-27 00:00:00,2142.99,2497.4,2306.08,82
