temperature,humidity,rainfall,nitrogen,phosphorus,potassium,ph,label
16.4,61.2,168.7,36.2,118.7,184.4,7.6,Tender Coconut
19.0,30.6,223.9,86.8,93.5,76.7,5.3,Jamun(Narale Hannu)
34.2,70.2,233.1,60.5,98.6,124.9,7.6,Green Chilli
34.4,48.0,187.7,40.6,88.9,72.5,5.8,Sugarcane
16.2,39.1,274.9,99.4,135.9,123.7,6.4,Cow
19.4,57.6,109.2,87.8,43.7,198.4,7.3,Methi(Leaves)
15.7,63.1,286.8,10.5,6.2,32.1,7.1,Turmeric
31.7,67.9,249.1,62.8,17.6,114.6,5.6,Castor Seed
10.2,69.1,100.6,124.6,124.6,15.7,4.9,Pomegranate
22.6,31.5,289.0,9.9,88.5,21.0,5.6,Mataki
39.2,73.7,196.3,97.9,102.9,156.5,4.8,Other Pulses
30.3,67.2,123.5,117.2,80.0,100.4,8.4,Green Peas
35.0,49.7,126.6,138.2,98.8,62.5,5.8,Marigold(Calcutta)
10.8,32.4,196.9,8.6,139.0,29.1,5.7,Pineapple
25.2,82.3,55.4,70.9,138.8,199.4,7.1,Cotton
29.0,38.6,86.2,107.6,95.5,157.1,7.9,Cotton
25.3,82.7,222.9,120.2,47.6,146.0,7.1,Amla(Nelli Kai)
39.7,54.6,220.5,27.1,58.0,100.8,5.4,Marigold(Calcutta)
38.7,42.6,59.6,122.1,109.1,47.6,8.4,Chow Chow
25.6,52.1,297.5,120.7,63.6,204.9,6.6,Ginger(Dry)
18.5,84.7,237.7,8.9,103.6,108.1,8.1,Potato
19.3,66.7,291.0,13.4,3.3,11.4,4.7,Rice
15.7,50.3,69.5,26.8,132.1,4.0,7.1,Coriander(Leaves)
29.0,75.8,150.1,56.1,41.9,122.5,8.2,Guar
28.8,74.0,246.2,90.9,63.5,194.8,7.3,Sweet Potato
24.6,49.3,137.9,94.4,9.5,119.9,5.6,Garlic
31.4,64.1,294.3,38.2,23.0,10.7,5.5,Carrot
31.2,88.0,256.7,126.4,135.4,164.3,7.2,Gur(Jaggery)
27.2,35.5,100.9,4.4,74.4,17.3,6.4,Cashewnuts
30.3,52.4,285.4,23.4,72.6,141.6,7.3,Sugar
23.0,68.0,114.2,7.3,1.5,4.5,4.5,Jowar(Sorghum)
33.1,35.6,244.8,4.5,72.2,176.6,4.8,Pear(Marasebu)
22.8,64.0,225.7,85.9,45.1,163.5,4.9,Maize
28.0,54.6,55.3,32.0,11.2,59.4,5.1,Cotton
23.5,71.9,104.9,136.7,46.2,109.2,4.6,Jamun(Narale Hannu)
24.3,89.5,242.6,29.5,72.7,47.9,6.1,Snakeguard
10.3,44.8,231.6,138.9,14.4,82.3,7.7,Green Peas
36.4,76.2,295.4,19.5,32.3,110.5,5.4,Bottle gourd
37.5,47.4,167.5,124.6,102.6,12.8,5.1,Bengal Gram(Gram)(Whole)
19.0,74.6,187.3,109.1,59.6,18.8,7.0,Long Melon(Kakri)
10.3,76.6,212.6,29.8,54.3,1.6,7.3,Sweet Potato
12.7,53.2,71.4,19.5,0.7,2.0,6.0,Arecanut(Betelnut/Supari)
31.2,70.3,80.7,33.4,137.3,62.4,4.6,Sweet Pumpkin
22.5,73.3,66.4,109.9,94.2,119.2,8.1,Wheat
14.2,88.1,176.2,63.9,25.3,135.6,6.3,Jamun(Narale Hannu)
18.0,79.0,176.0,127.1,12.9,64.2,5.9,Ridgeguard(Tori)
10.8,72.5,233.4,110.5,25.0,128.8,5.2,Cummin Seed(Jeera)
31.7,84.3,291.0,42.0,76.8,129.5,5.2,Marigold(Calcutta)
14.4,55.3,62.4,91.7,11.2,11.9,6.4,Jamun(Narale Hannu)
32.5,75.2,194.5,126.6,118.5,155.2,4.7,Jowar(Sorghum)
20.0,61.3,196.4,1.2,110.3,146.2,6.0,Beans
11.0,57.8,128.4,93.1,121.7,73.9,6.2,Guava
24.2,31.1,62.9,2.2,89.8,114.8,5.4,Litchi
25.4,89.1,269.2,47.6,78.7,113.3,7.2,Gur(Jaggery)
29.7,80.9,123.9,89.8,7.4,98.4,5.6,Lentil (Masur)(Whole)
13.5,54.4,97.9,47.3,3.9,26.0,6.3,Ginger(Dry)
26.5,54.2,258.4,114.1,88.7,76.6,5.5,Methi Seeds
23.0,51.4,84.9,45.9,63.7,181.8,7.4,Wheat
37.5,81.0,249.4,138.2,101.1,154.0,8.4,Jamun(Narale Hannu)
22.3,59.5,268.2,42.2,23.1,28.9,7.8,Cardamoms
12.3,78.6,294.1,90.3,40.3,204.3,8.1,Arhar Dal(Tur Dal)
15.4,71.3,191.3,120.2,17.0,161.1,7.2,Turmeric
33.0,70.2,62.4,76.2,74.7,141.8,4.8,Wheat
21.7,72.6,194.9,99.8,9.0,6.9,6.0,Arhar (Tur/Red Gram)(Whole)
14.6,34.9,157.9,116.0,68.6,170.0,7.4,Cow
31.8,30.0,119.3,95.1,79.3,159.7,5.1,Karbuja(Musk Melon)
21.2,52.2,61.3,49.0,134.7,77.7,7.8,Jack Fruit
28.0,78.8,212.5,79.8,102.0,65.7,8.2,Jute
36.3,59.3,106.2,5.8,98.0,44.0,8.5,Lentil (Masur)(Whole)
37.6,36.6,266.7,76.2,5.7,95.2,7.8,Cucumbar(Kheera)
32.5,42.3,221.9,48.9,74.2,191.4,4.6,Ridgeguard(Tori)
27.1,80.8,205.5,88.8,32.1,85.2,5.9,Jamun(Narale Hannu)
19.8,56.2,102.0,93.9,57.5,27.2,5.0,Black Gram Dal (Urd Dal)
30.2,58.0,201.4,13.2,128.2,111.5,4.7,Karbuja(Musk Melon)
38.2,57.4,218.7,96.2,126.8,136.3,6.7,French Beans (Frasbean)
31.1,34.7,189.1,38.7,89.5,132.9,8.1,Ginger(Green)
20.9,30.6,206.5,98.5,94.4,198.4,8.0,Pomegranate
16.4,32.3,60.8,121.8,98.4,135.4,7.0,Ajwan
31.2,53.1,111.5,80.8,60.6,34.0,5.1,Beetroot
15.1,82.0,187.9,126.6,0.4,129.1,6.1,Carrot
36.2,42.7,123.5,98.9,99.1,164.1,5.2,Sabu Dan
33.1,72.5,168.4,8.1,10.8,174.7,8.5,Lime
30.8,53.9,57.0,13.2,122.6,11.6,6.9,Bengal Gram(Gram)(Whole)
19.0,61.6,166.4,140.0,56.4,79.3,6.5,Jute
37.3,43.3,64.0,35.8,76.5,35.2,5.2,Pomegranate
35.5,53.8,111.4,113.7,49.7,22.9,6.8,Pointed gourd (Parval)
16.1,68.6,298.6,1.7,78.4,117.6,8.2,Methi Seeds
19.3,35.3,239.9,73.4,44.5,83.3,4.6,Ajwan
38.9,55.7,99.4,87.7,99.3,25.7,7.6,Drumstick
39.5,56.1,274.5,28.7,17.1,144.0,6.0,Green Gram (Moong)(Whole)
38.7,38.2,293.4,61.7,138.2,94.0,6.6,Coriander(Leaves)
29.1,82.4,257.4,107.2,5.7,105.9,5.8,"Sesamum(Sesame,Gingelly,Til)"
38.4,56.7,268.7,80.6,132.6,59.8,6.7,Bengal Gram(Gram)(Whole)
14.0,48.0,139.7,112.6,40.4,43.2,8.3,Lime
23.1,55.7,260.6,112.8,106.0,95.0,5.8,Ginger(Dry)
31.8,54.6,207.9,80.8,61.1,122.4,8.3,Black Gram (Urd Beans)(Whole)
34.4,81.6,228.9,126.4,24.2,97.7,7.0,Mango
17.0,75.0,279.5,15.1,33.7,153.8,5.6,Peach
30.6,47.4,262.4,61.3,140.4,195.6,7.6,Arhar Dal(Tur Dal)
29.2,85.2,177.2,41.7,23.1,170.2,8.4,Soyabean
11.8,60.1,57.1,66.2,130.3,153.5,8.3,Black pepper
34.3,89.2,203.7,127.2,52.1,143.6,4.7,Mango (Raw-Ripe)
15.0,39.9,82.6,25.1,29.4,22.9,7.1,Jute
27.9,66.9,230.5,95.4,126.1,157.9,5.0,Black Gram (Urd Beans)(Whole)
13.9,54.3,50.7,113.0,24.4,158.5,5.1,Papaya
10.2,58.0,221.4,31.7,19.1,181.8,5.6,Guar
20.5,65.3,239.0,116.2,137.5,62.4,5.6,Rice
10.1,62.9,150.3,42.4,74.8,132.3,8.4,Long Melon(Kakri)
21.1,30.9,282.1,59.9,140.2,197.5,7.9,Black Gram Dal (Urd Dal)
21.4,50.8,260.3,4.9,141.3,132.9,6.2,Bengal Gram(Gram)(Whole)
20.2,38.6,264.5,43.2,95.5,116.1,6.4,Jute
27.4,67.1,245.4,98.5,121.0,11.5,7.5,Ghee
29.6,31.1,81.8,109.5,140.4,65.6,4.6,Cummin Seed(Jeera)
31.7,87.2,238.4,25.1,135.7,80.4,6.4,Sweet Potato
32.8,33.5,177.2,78.8,100.8,102.0,6.4,Cauliflower
36.0,70.4,216.1,83.7,29.4,87.8,7.3,Paddy(Dhan)(Common)
19.3,52.1,242.4,113.5,58.1,194.2,6.1,Marigold(Calcutta)
33.1,79.9,83.3,110.9,62.8,4.8,4.7,Paddy(Dhan)(Common)
24.8,54.7,272.6,1.3,141.6,128.0,5.1,Safflower
26.1,42.9,53.0,33.8,141.5,164.3,8.3,Tomato
35.4,77.9,177.1,32.6,122.6,149.1,8.4,Ginger(Dry)
32.2,80.0,237.7,20.1,90.2,16.5,7.3,Green Gram (Moong)(Whole)
27.4,83.4,55.8,94.2,80.0,194.9,5.5,Bhindi(Ladies Finger)
12.3,84.7,138.7,59.5,31.2,122.4,6.9,Pointed gourd (Parval)
16.0,40.0,76.1,89.1,102.4,6.5,8.2,Ghee
35.5,89.5,231.7,109.9,144.2,124.1,5.7,Mango (Raw-Ripe)
27.7,51.8,203.3,123.0,138.5,119.6,4.7,Snakeguard
28.1,58.8,283.6,33.7,39.7,188.8,4.8,Soyabean
34.1,56.0,190.2,127.8,82.6,42.8,5.9,Almond(Badam)
14.2,66.7,126.6,45.7,10.3,71.7,7.9,Tender Coconut
20.0,49.2,87.8,113.4,110.2,99.3,6.7,Sabu Dan
15.6,84.6,257.0,22.9,126.3,55.8,4.8,Coriander(Leaves)
16.3,47.2,212.0,50.2,80.8,84.5,5.2,She Buffalo
16.1,54.1,261.4,48.5,94.9,145.4,6.8,Tomato
15.3,85.2,250.1,32.2,70.4,94.0,5.9,Elephant Yam (Suran)
36.8,42.3,264.7,42.1,136.4,57.6,8.2,Peach
10.3,49.9,57.6,115.9,71.3,131.6,6.1,Tamarind Fruit
26.5,49.9,92.2,65.3,14.5,68.9,6.0,Pear(Marasebu)
36.4,33.1,188.7,109.2,16.9,82.9,4.7,Cummin Seed(Jeera)
25.7,41.1,120.3,72.2,106.6,19.4,5.7,Sweet Potato
21.1,66.9,180.9,44.7,68.1,103.0,5.3,Sweet Potato
26.2,68.1,289.3,91.3,128.1,114.0,7.0,Sweet Pumpkin
20.9,40.7,132.9,133.2,99.1,1.6,5.5,Jute
36.2,83.0,106.9,125.4,49.5,63.4,7.4,She Buffalo
29.9,70.3,113.0,45.5,121.0,156.2,5.8,Goat
28.7,71.7,130.5,114.1,79.7,178.1,7.6,Plum
22.9,81.7,87.7,39.0,13.6,43.2,5.5,Linseed
38.3,84.9,187.1,51.3,125.6,66.3,5.1,Coriander(Leaves)
24.2,56.6,174.6,60.8,78.5,182.0,7.0,Banana - Green
23.9,57.0,195.9,39.4,11.3,29.7,7.3,Elephant Yam (Suran)
26.8,36.2,280.5,114.9,97.2,202.6,4.6,Jack Fruit
19.0,64.5,199.8,3.3,25.9,113.1,6.1,Almond(Badam)
14.6,58.3,73.6,84.3,124.0,151.2,6.0,Mango
35.5,47.9,199.6,70.4,7.5,193.2,6.6,Chikoos(Sapota)
37.7,81.1,181.1,32.1,17.6,74.5,5.5,Ridgeguard(Tori)
38.5,60.8,73.4,105.6,71.3,62.0,6.5,Ginger(Dry)
32.7,73.9,227.3,28.0,30.6,141.1,5.4,Ox
21.4,30.4,113.1,88.7,10.5,22.1,7.1,Ajwan
24.4,75.1,166.9,2.4,78.8,128.2,8.4,Mint(Pudina)
11.8,87.6,77.5,9.5,6.4,87.6,4.9,Other Pulses
36.9,47.5,131.7,52.0,57.2,20.6,7.5,Potato
15.6,30.3,177.3,77.8,119.6,103.4,8.2,Tamarind Fruit
32.9,73.4,101.1,47.3,68.1,67.8,7.5,Leafy Vegetable
26.6,60.8,120.3,115.1,109.2,150.2,8.0,Pomegranate
18.8,50.8,236.7,118.6,54.6,60.8,8.1,Safflower
20.9,54.5,114.8,97.8,109.9,168.7,5.9,Banana - Green
36.1,59.1,126.4,72.5,55.4,115.7,5.0,Soyabean
35.6,56.3,261.7,125.0,9.1,181.1,6.3,Black Gram (Urd Beans)(Whole)
27.1,75.7,253.0,47.9,62.9,173.9,6.0,Tamarind Fruit
24.3,37.9,108.9,130.6,124.6,145.5,6.4,Orange
32.4,59.1,140.3,66.5,123.1,203.0,7.0,Soyabean
24.7,77.6,215.3,15.1,70.7,143.0,6.6,Carrot
38.3,40.4,114.5,105.9,112.4,83.0,8.3,Coriander(Leaves)
16.3,54.2,208.4,3.6,143.4,60.7,7.0,Black pepper
18.5,72.0,51.4,14.9,133.2,88.8,5.2,Cashewnuts
21.7,45.6,276.1,43.2,101.3,71.2,6.2,Groundnut
10.0,49.7,104.5,54.4,45.1,144.4,5.5,Mango (Raw-Ripe)
32.4,68.1,243.1,45.5,107.4,176.8,5.9,"Sesamum(Sesame,Gingelly,Til)"
12.4,57.1,219.1,37.3,10.7,196.2,8.2,Bengal Gram(Gram)(Whole)
28.0,30.4,137.1,85.0,138.0,83.8,5.2,Sweet Pumpkin
19.3,37.3,266.2,69.1,83.0,116.7,6.1,Jute
16.9,64.8,251.1,105.3,89.7,3.8,7.4,Cherry
21.3,36.2,229.8,70.5,102.8,51.0,5.8,Ragi (Finger Millet)
17.5,83.3,238.9,102.0,50.2,182.0,7.1,Black pepper
26.2,36.8,159.0,110.8,20.7,191.8,8.1,Jute
16.5,80.8,153.7,5.1,46.6,156.5,8.3,Goat
13.0,32.5,218.5,75.2,64.4,130.1,7.8,Cow
32.7,84.1,278.9,108.7,33.1,5.1,6.0,Papaya
11.5,33.8,96.8,4.5,107.8,148.3,5.0,Goat
27.9,56.5,169.0,87.2,84.6,76.7,8.0,Pointed gourd (Parval)
13.0,48.6,215.9,93.2,41.5,94.3,5.3,Kulthi(Horse Gram)
25.3,30.2,104.7,129.1,2.5,80.9,7.7,Mango
32.1,62.1,275.2,102.4,95.8,181.8,8.1,Karbuja(Musk Melon)
36.9,38.2,112.6,76.0,115.9,7.4,8.4,Sugarcane
36.7,76.0,195.9,79.7,68.2,47.4,6.0,Tomato
22.1,50.6,150.2,106.6,70.0,192.8,5.7,Grapes
24.4,55.8,229.9,78.4,144.0,87.1,5.2,Banana
10.7,40.0,293.5,88.0,65.3,16.1,7.2,Cummin Seed(Jeera)
14.1,47.6,175.1,95.2,134.3,121.6,7.2,Turmeric
31.4,53.0,242.7,20.0,29.7,140.6,6.7,Lentil (Masur)(Whole)
32.3,82.3,158.4,6.1,23.4,4.3,7.1,Coriander(Leaves)
32.2,69.6,107.1,59.2,122.7,137.4,7.4,Mango
18.9,45.9,214.1,54.7,19.7,13.7,7.7,Goat
36.2,40.3,156.5,26.2,112.1,97.2,5.9,Elephant Yam (Suran)
31.7,55.3,184.0,33.6,67.5,63.7,6.7,Cherry
19.2,53.8,161.8,84.1,74.8,188.5,6.5,Goat
37.0,53.3,93.3,114.5,31.0,190.4,4.6,Mango
35.3,47.2,110.6,95.4,28.3,131.2,4.9,Maize
35.9,58.8,67.2,77.0,60.5,179.9,5.3,Cow
36.8,52.1,231.1,11.6,85.7,98.8,8.4,Bajra(Pearl Millet/Cumbu)
24.9,71.9,196.0,62.8,32.4,63.5,7.3,Sabu Dan
20.1,42.8,190.5,75.3,85.7,71.2,4.5,Sunflower
39.1,74.8,93.9,9.0,83.8,73.4,5.6,Karbuja(Musk Melon)
37.6,82.8,164.2,57.5,80.5,49.9,4.7,Garlic
19.2,48.9,267.5,78.3,128.7,84.6,5.9,Green Chilli
13.5,37.8,82.6,95.4,54.0,150.3,6.1,Ajwan
26.5,41.4,230.1,71.6,87.6,94.5,7.8,Coconut
19.9,40.0,89.3,37.9,64.7,179.6,4.9,Almond(Badam)
26.7,82.8,271.3,73.9,16.5,55.5,6.3,Coconut
34.7,84.2,181.2,63.2,47.9,120.8,6.3,Peach
30.8,79.1,186.1,4.5,89.7,11.4,7.0,Ajwan
32.6,78.0,287.9,76.9,77.6,188.7,7.7,Leafy Vegetable
26.9,50.4,130.7,90.3,123.5,124.9,7.9,Jowar(Sorghum)
23.0,74.9,299.9,101.5,16.6,106.3,6.8,Sweet Pumpkin
17.0,43.3,235.5,8.7,7.4,142.2,6.7,Goat
17.9,32.7,50.5,49.1,35.0,12.8,5.2,Long Melon(Kakri)
17.2,81.7,205.5,114.4,94.5,86.9,5.4,Sweet Potato
22.0,51.0,243.2,112.4,22.2,75.1,6.0,Ginger(Green)
28.1,44.5,154.9,50.0,101.6,124.5,4.6,Leafy Vegetable
25.5,38.0,294.8,36.1,66.5,44.3,6.5,Sweet Potato
31.7,30.9,135.3,114.6,87.5,69.1,8.1,Mint(Pudina)
28.6,66.3,198.8,33.5,115.2,7.1,6.8,Rice
34.3,38.1,167.2,131.4,26.9,200.5,8.5,Carrot
15.2,63.1,286.3,72.5,120.6,155.2,6.6,Sugar
25.3,89.5,295.8,88.9,64.2,100.7,7.2,Bajra(Pearl Millet/Cumbu)
29.8,56.8,106.2,101.8,102.6,31.4,8.2,Carrot
18.6,44.4,246.7,7.9,53.6,103.7,6.7,Turmeric
25.9,84.9,257.8,101.7,18.4,136.5,7.3,Drumstick
32.2,56.8,67.1,23.6,114.7,132.9,6.8,Green Chilli
39.3,37.5,54.2,107.8,117.0,24.6,5.6,Coconut
30.5,80.5,113.9,87.1,8.8,145.0,8.4,Linseed
37.5,52.9,241.3,83.7,134.4,81.7,5.8,Cabbage
26.0,89.6,161.3,74.7,38.6,184.3,6.3,Lentil (Masur)(Whole)
27.0,43.9,212.4,34.0,66.8,98.1,5.2,Guava
21.8,72.5,67.5,130.0,50.0,107.4,5.1,Bottle gourd
20.7,45.0,204.1,69.8,143.4,94.8,4.8,Safflower
35.6,43.5,144.2,64.6,69.7,89.2,8.2,Arhar Dal(Tur Dal)
34.1,72.8,142.0,47.1,36.6,118.2,8.4,Pineapple
33.0,72.2,66.6,70.8,4.7,132.6,6.7,Cotton
19.6,48.2,93.0,121.5,60.7,197.4,6.8,Coriander(Leaves)
21.6,64.6,257.9,26.4,113.8,122.2,8.1,Spinach
31.8,58.3,238.3,96.7,132.4,54.0,5.0,Sugar
20.2,85.8,264.6,60.1,108.9,154.7,4.9,Castor Seed
28.9,61.6,103.8,28.8,40.7,88.0,5.2,Rice
14.8,53.5,124.4,83.9,52.4,144.6,6.5,Onion
30.8,36.3,152.0,94.4,83.3,126.8,6.8,Jute
37.1,34.9,217.2,2.0,91.3,113.1,7.7,Tamarind Fruit
15.7,39.2,136.9,57.7,135.1,61.8,8.0,Lentil (Masur)(Whole)
17.7,63.2,93.9,88.4,17.9,100.7,7.1,Leafy Vegetable
12.0,57.9,255.2,86.0,120.7,101.3,5.0,Tomato
12.0,79.5,81.5,126.4,125.3,95.2,7.5,Apple
14.0,35.7,257.9,128.6,94.2,21.2,6.1,Lentil (Masur)(Whole)
11.4,63.8,212.0,29.3,21.0,185.4,8.4,Marigold(Calcutta)
34.4,68.7,141.5,42.6,1.2,170.9,4.8,Pomegranate
22.0,88.8,59.3,30.2,41.3,180.7,8.2,Bajra(Pearl Millet/Cumbu)
36.8,67.9,248.7,70.4,83.7,101.0,5.3,Snakeguard
35.0,64.6,211.6,64.2,76.7,7.0,7.1,Jute
15.6,51.4,170.2,124.6,104.8,29.7,6.3,Methi(Leaves)
27.4,41.0,80.9,136.3,129.5,135.3,7.9,Cabbage
31.1,79.4,255.4,39.8,38.2,106.9,8.4,Coconut
30.0,38.1,152.0,14.9,118.4,134.3,6.5,Guar
15.7,54.7,92.6,3.1,30.7,110.0,6.4,Green Gram (Moong)(Whole)
21.6,69.7,136.7,54.7,23.0,52.9,6.9,Carrot
27.7,74.3,57.8,44.1,38.8,194.7,5.2,Maize
21.5,46.9,230.5,120.7,94.8,104.9,5.1,Turmeric
34.3,68.7,249.3,26.7,40.2,47.1,7.7,Cherry
22.7,37.9,82.8,90.7,102.5,192.9,4.8,Marigold(Calcutta)
19.6,77.9,219.4,48.8,127.1,104.4,7.1,Maize
29.1,34.2,135.6,95.8,106.7,73.0,4.5,Drumstick
32.0,44.9,142.2,115.2,16.6,171.3,7.1,Bajra(Pearl Millet/Cumbu)
28.8,60.8,54.7,57.6,89.8,103.5,8.0,Water Melon
29.0,47.2,241.1,75.5,18.7,107.9,6.1,Green Gram (Moong)(Whole)
29.0,34.3,277.3,134.1,11.3,109.1,5.7,Black Gram (Urd Beans)(Whole)
37.7,32.9,161.3,37.0,129.6,19.7,6.1,Other Pulses
30.6,46.1,88.2,107.6,63.2,36.3,7.5,Apple
31.7,86.2,52.2,100.9,66.6,139.4,6.9,Coriander(Leaves)
23.3,75.0,182.9,75.3,40.3,44.5,5.7,Brinjal
23.0,32.4,54.3,90.5,78.4,111.3,7.7,Jowar(Sorghum)
17.5,67.0,226.7,23.4,24.3,7.5,7.4,Bengal Gram Dal (Chana Dal)
31.2,58.8,196.2,138.4,87.3,161.1,7.4,Carrot
31.2,83.4,122.2,74.0,53.1,0.3,6.8,Ragi (Finger Millet)
15.0,65.0,299.9,21.1,118.4,42.5,7.6,Green Gram Dal (Moong Dal)
36.3,46.8,176.8,7.9,34.9,158.8,5.0,Ajwan
19.2,71.7,287.8,10.8,4.1,181.3,7.5,Ginger(Green)
33.6,87.8,226.8,11.2,58.3,132.6,5.9,Cabbage
11.9,80.8,201.9,53.3,8.2,138.9,5.8,Kulthi(Horse Gram)
16.3,59.8,136.9,56.0,52.3,169.4,6.3,Litchi
21.8,66.5,60.0,106.7,14.4,81.3,4.9,Guava
13.8,37.3,120.4,7.5,99.8,15.2,5.3,Cabbage
26.6,56.3,108.7,100.7,131.8,157.8,5.0,Litchi
11.9,84.8,153.9,64.3,50.7,128.6,7.6,Arecanut(Betelnut/Supari)
16.6,65.7,276.4,49.4,30.6,158.3,5.2,Bengal Gram(Gram)(Whole)
13.5,32.8,60.2,119.8,102.0,97.2,4.9,Karbuja(Musk Melon)
20.8,45.6,264.4,52.5,2.4,80.0,7.1,Soanf
14.5,68.8,279.4,95.2,117.6,22.3,5.5,Soyabean
12.9,77.1,263.1,103.8,78.2,158.4,5.1,Ginger(Dry)
18.7,46.2,86.2,81.4,24.4,87.0,6.3,Bengal Gram Dal (Chana Dal)
20.6,87.1,209.3,110.3,101.5,42.1,4.8,Other Pulses
38.3,59.3,78.8,68.0,15.9,181.1,7.3,Mustard
34.7,47.5,161.0,3.1,43.7,103.0,4.7,Water Melon
23.9,53.0,226.5,44.6,9.9,184.8,7.0,Pomegranate
15.4,30.8,243.0,122.5,89.1,38.6,5.6,Little gourd (Kundru)
16.3,75.9,287.0,100.4,127.8,130.9,6.1,Green Chilli
20.2,63.8,101.2,103.9,7.6,174.8,5.3,Water Melon
20.2,40.5,155.3,111.1,67.4,110.2,8.5,Jute
19.7,41.0,274.0,104.2,15.3,201.3,7.4,Guar
34.2,55.8,225.2,60.4,57.0,203.1,6.9,Water Melon
12.5,42.2,85.8,46.1,84.0,123.5,6.9,Cummin Seed(Jeera)
13.7,60.4,54.7,54.8,10.9,97.4,6.2,Black Gram (Urd Beans)(Whole)
40.0,86.0,210.6,59.0,92.2,161.1,5.0,Apple
35.5,87.6,192.3,63.9,122.2,5.0,5.0,Chow Chow
29.2,76.3,161.8,121.4,57.2,189.6,7.9,Rice
21.6,88.9,147.8,11.2,13.0,121.1,6.9,Cabbage
24.5,38.8,166.3,35.4,32.4,196.3,5.9,Tamarind Fruit
24.6,71.5,115.4,87.4,120.3,39.0,8.2,Mataki
19.9,79.2,90.2,66.3,133.6,204.7,5.5,Goat
21.3,61.9,285.5,95.4,93.6,145.9,8.2,Elephant Yam (Suran)
33.3,44.7,242.0,1.8,31.5,13.4,7.6,Plum
28.6,87.0,281.8,91.6,95.4,50.6,7.8,Sabu Dan
32.5,80.6,167.5,54.6,56.9,126.3,5.0,Beetroot
34.3,81.2,225.7,13.0,2.3,34.6,5.0,Tomato
27.5,84.5,146.5,129.7,94.5,187.1,7.8,Papaya
33.4,74.9,194.6,116.7,28.4,33.2,7.5,Elephant Yam (Suran)
10.9,69.6,153.6,1.4,89.1,25.1,6.0,Tamarind Fruit
18.0,88.0,90.0,110.2,142.7,4.1,7.3,Arecanut(Betelnut/Supari)
38.6,57.1,114.1,73.0,98.9,65.4,7.4,Potato
29.8,32.2,74.9,79.1,9.5,159.0,6.3,Cotton
27.4,38.7,127.6,31.0,56.6,105.8,6.5,Black Gram Dal (Urd Dal)
35.3,46.1,89.1,119.4,6.7,127.0,6.7,Carrot
23.0,85.7,197.6,88.2,122.6,60.8,5.9,Carrot
15.0,80.1,139.7,63.7,4.1,79.1,7.6,Sunflower
26.9,32.8,60.3,35.1,100.0,174.7,6.7,Pear(Marasebu)
25.3,88.2,288.9,57.7,119.0,111.4,6.5,Ground Nut Seed
11.7,63.0,160.4,124.3,50.9,24.0,5.1,Orange
33.3,48.7,191.9,137.4,130.2,195.3,6.0,Cardamoms
33.0,34.8,61.8,2.7,27.4,85.0,8.2,Onion Green
27.5,73.3,146.0,138.7,83.2,142.2,7.2,Rice
19.0,42.1,243.6,99.8,92.1,79.4,8.1,Pomegranate
15.0,30.6,68.3,31.3,4.8,103.1,5.8,Litchi
15.3,51.7,276.5,139.1,61.2,34.2,5.6,Amla(Nelli Kai)
39.4,58.7,183.1,23.6,35.8,171.9,5.9,Soanf
27.7,73.0,142.7,70.7,121.8,30.5,6.7,Tender Coconut
16.1,77.9,234.6,8.9,56.1,58.0,5.7,Groundnut
30.3,60.6,257.2,31.9,120.5,56.7,5.9,Snakeguard
12.4,69.4,63.9,16.1,15.6,10.8,5.8,Peach
15.8,59.3,150.3,111.4,110.7,27.5,4.9,Ground Nut Seed
10.6,83.2,77.8,6.7,31.2,103.0,5.8,Almond(Badam)
10.9,88.8,78.6,19.9,70.2,98.7,8.2,Bengal Gram(Gram)(Whole)
22.2,75.6,275.9,32.6,117.1,12.1,8.1,Plum
15.5,38.6,286.3,138.2,6.5,30.8,6.2,Almond(Badam)
38.4,73.6,231.1,37.8,78.7,203.4,7.9,Linseed
28.0,46.1,145.8,77.5,136.6,131.8,5.8,Cucumbar(Kheera)
16.0,63.5,116.3,5.2,118.2,26.3,6.0,Mustard
15.6,85.6,226.4,21.3,57.1,11.5,6.2,Cummin Seed(Jeera)
32.1,73.7,52.1,30.9,71.3,86.1,8.2,Sabu Dan
21.8,63.8,226.5,133.4,132.4,11.7,5.5,Karbuja(Musk Melon)
30.4,72.8,283.8,9.1,27.9,14.0,8.0,Masur Dal
29.7,32.4,199.4,121.8,129.2,92.1,6.3,Carrot
20.1,35.5,234.7,64.6,117.8,142.4,4.7,Peach
37.9,54.3,276.5,45.0,69.1,46.3,7.1,Papaya
34.9,66.0,202.6,71.7,56.3,93.8,8.5,Mint(Pudina)
26.1,43.1,189.5,65.3,83.5,112.9,8.3,Maize
38.9,48.5,162.5,39.8,105.6,99.6,5.0,Lime
26.8,31.3,266.3,4.0,91.7,20.2,5.6,Karbuja(Musk Melon)
36.0,44.0,244.6,85.2,140.8,76.6,7.2,Bengal Gram(Gram)(Whole)
36.0,82.7,245.9,57.1,142.4,77.8,7.1,Turmeric
32.0,60.9,253.5,101.1,89.2,30.9,7.8,Leafy Vegetable
13.5,57.9,231.6,98.5,43.5,55.8,6.3,Cummin Seed(Jeera)
37.5,71.2,222.4,80.1,100.0,201.3,6.0,Drumstick
12.2,38.2,216.4,97.0,98.2,113.2,8.3,Kulthi(Horse Gram)
